gender,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,28.5,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE
female,48,1,3,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE
male,35,0,0,512.3292,C,First,man,TRUE,B,Cherbourg,yes,TRUE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,30,S,First,man,TRUE,D,Southampton,yes,TRUE
male,36,1,0,78.85,S,First,man,TRUE,C,Southampton,no,FALSE
female,21,2,2,262.375,C,First,woman,FALSE,B,Cherbourg,yes,FALSE
male,24,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
male,31,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
male,70,1,1,71,S,First,man,TRUE,B,Southampton,no,FALSE
male,16,1,1,20.25,S,Third,man,TRUE,,Southampton,no,FALSE
female,30,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,19,1,0,53.1,S,First,man,TRUE,D,Southampton,no,FALSE
male,31,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,4,1,1,23,S,Second,child,FALSE,,Southampton,yes,FALSE
male,6,0,1,12.475,S,Third,child,FALSE,E,Southampton,yes,FALSE
male,33,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
male,23,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,48,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,0.67,1,1,14.5,S,Second,child,FALSE,,Southampton,yes,FALSE
male,28,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,11.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,33,0,0,86.5,S,First,woman,FALSE,B,Southampton,yes,TRUE
male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE
male,41,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE
male,20,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,yes,TRUE
female,36,1,2,120,S,First,woman,FALSE,B,Southampton,yes,FALSE
male,16,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
female,51,1,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,FALSE
male,,0,0,39.6,C,First,man,TRUE,,Cherbourg,no,TRUE
female,30.5,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
male,,1,0,24.15,Q,Third,man,TRUE,,Queenstown,no,FALSE
male,32,0,0,8.3625,S,Third,man,TRUE,,Southampton,no,TRUE
male,24,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
male,48,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
female,57,0,0,10.5,S,Second,woman,FALSE,E,Southampton,no,TRUE
male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
female,54,1,3,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,18,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.75,Q,Third,man,TRUE,F,Queenstown,no,TRUE
female,5,0,0,12.475,S,Third,child,FALSE,,Southampton,yes,TRUE
male,,0,0,7.7375,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,43,0,1,211.3375,S,First,woman,FALSE,B,Southampton,yes,FALSE
female,13,0,0,7.2292,C,Third,child,FALSE,,Cherbourg,yes,TRUE
female,17,1,0,57,S,First,woman,FALSE,B,Southampton,yes,FALSE
male,29,0,0,30,S,First,man,TRUE,D,Southampton,no,TRUE
male,,1,2,23.45,S,Third,man,TRUE,,Southampton,no,FALSE
male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,25,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,0,7.4958,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,8,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE
male,1,1,2,20.575,S,Third,child,FALSE,,Southampton,yes,FALSE
male,46,0,0,79.2,C,First,man,TRUE,B,Cherbourg,no,TRUE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,16,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,30.6958,C,First,man,TRUE,,Cherbourg,no,TRUE
male,25,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,49,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
female,31,0,0,8.6833,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,30,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
female,30,1,1,24.15,S,Third,woman,FALSE,,Southampton,no,FALSE
male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,31,1,1,26.25,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,11,1,2,120,S,First,child,FALSE,B,Southampton,yes,FALSE
male,0.42,0,1,8.5167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,27,0,0,6.975,S,Third,man,TRUE,,Southampton,yes,TRUE
male,31,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,0,S,First,man,TRUE,A,Southampton,no,TRUE
female,18,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE
male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,33,1,0,53.1,S,First,woman,FALSE,E,Southampton,yes,FALSE
male,26,0,0,7.8875,S,Third,man,TRUE,,Southampton,no,TRUE
male,39,0,0,24.15,S,Third,man,TRUE,,Southampton,no,TRUE
male,35,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
female,6,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
male,30.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,0,S,First,man,TRUE,B,Southampton,no,TRUE
female,23,0,0,7.925,S,Third,woman,FALSE,,Southampton,no,TRUE
male,31,1,1,37.0042,C,Second,man,TRUE,,Cherbourg,no,FALSE
male,43,0,0,6.45,S,Third,man,TRUE,,Southampton,no,TRUE
male,10,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
female,52,1,1,93.5,S,First,woman,FALSE,B,Southampton,yes,FALSE
male,27,0,0,8.6625,S,Third,man,TRUE,,Southampton,yes,TRUE
male,38,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
female,27,0,1,12.475,S,Third,woman,FALSE,E,Southampton,yes,FALSE
male,2,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,6.95,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,no,TRUE
male,1,0,2,37.0042,C,Second,child,FALSE,,Cherbourg,yes,FALSE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE
female,62,0,0,80,,First,woman,FALSE,B,,yes,TRUE
female,15,1,0,14.4542,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,0.83,1,1,18.75,S,Second,child,FALSE,,Southampton,yes,FALSE
male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,23,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,8.3,S,Third,man,TRUE,,Southampton,no,TRUE
female,39,1,1,83.1583,C,First,woman,FALSE,E,Cherbourg,yes,FALSE
male,21,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,32,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
male,,0,0,29.7,C,First,man,TRUE,C,Cherbourg,yes,TRUE
male,20,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
male,16,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
female,30,0,0,31,C,First,woman,FALSE,,Cherbourg,yes,TRUE
male,34.5,0,0,6.4375,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
male,42,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE
male,35,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,28,0,1,33,S,Second,man,TRUE,,Southampton,no,FALSE
female,,1,0,89.1042,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
male,4,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
male,74,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
female,9,1,1,15.2458,C,Third,child,FALSE,,Cherbourg,no,FALSE
female,16,0,1,39.4,S,First,woman,FALSE,D,Southampton,yes,FALSE
female,44,1,0,26,S,Second,woman,FALSE,,Southampton,no,FALSE
female,18,0,1,9.35,S,Third,woman,FALSE,,Southampton,yes,FALSE
female,45,1,1,164.8667,S,First,woman,FALSE,,Southampton,yes,FALSE
male,51,0,0,26.55,S,First,man,TRUE,E,Southampton,yes,TRUE
female,24,0,3,19.2583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE
male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,41,2,0,14.1083,S,Third,man,TRUE,,Southampton,no,FALSE
male,21,1,0,11.5,S,Second,man,TRUE,,Southampton,no,FALSE
female,48,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
male,24,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,42,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
female,27,1,0,13.8583,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
male,31,0,0,50.4958,S,First,man,TRUE,A,Southampton,no,TRUE
male,,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
male,4,1,1,11.1333,S,Third,child,FALSE,,Southampton,yes,FALSE
male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,47,1,1,52.5542,S,First,woman,FALSE,D,Southampton,yes,FALSE
male,33,0,0,5,S,First,man,TRUE,B,Southampton,no,TRUE
male,47,0,0,9,S,Third,man,TRUE,,Southampton,no,TRUE
female,28,1,0,24,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
female,15,0,0,7.225,C,Third,child,FALSE,,Cherbourg,yes,TRUE
male,20,0,0,9.8458,S,Third,man,TRUE,,Southampton,no,TRUE
male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,56,0,1,83.1583,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
female,25,0,1,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,33,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,22,0,0,10.5167,S,Third,woman,FALSE,,Southampton,no,TRUE
male,28,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,39,0,5,29.125,Q,Third,woman,FALSE,,Queenstown,no,FALSE
male,27,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,19,0,0,30,S,First,woman,FALSE,B,Southampton,yes,TRUE
female,,1,2,23.45,S,Third,woman,FALSE,,Southampton,no,FALSE
male,26,0,0,30,C,First,man,TRUE,C,Cherbourg,yes,TRUE
male,32,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
